frame,t_s,x_px,y_px,vx_px_s,vy_px_s,speed_px_s
0,0.0,616.79,360.16,-40.657,22.146,46.298
1,0.033,616.02,358.45,-49.094,18.39,52.426
2,0.067,613.64,356.88,-56.872,14.858,58.781
3,0.1,609.76,356.49,-63.992,11.55,65.026
4,0.133,606.27,357.7,-70.452,8.466,70.959
5,0.167,604.02,357.7,-76.254,5.605,76.46
6,0.2,602.2,358.2,-81.397,2.969,81.451
7,0.233,599.98,358.57,-85.881,0.556,85.883
8,0.267,597.94,358.96,-89.707,-1.633,89.722
9,0.3,595.6,359.35,-92.874,-3.598,92.943
10,0.333,592.79,359.68,-95.381,-5.339,95.531
11,0.367,590.05,359.98,-97.231,-6.856,97.472
12,0.4,586.63,359.86,-98.421,-8.149,98.758
13,0.433,583.05,359.52,-98.953,-9.219,99.381
14,0.467,579.4,359.05,-98.826,-10.064,99.337
15,0.5,575.64,358.51,-98.04,-10.686,98.62
16,0.533,571.98,358.22,-96.177,-13.151,97.072
17,0.567,567.9,357.69,-94.055,-14.639,95.187
18,0.6,564.21,357.14,-91.429,-14.837,92.625
19,0.633,561.32,356.5,-87.527,-14.072,88.651
20,0.667,558.42,355.52,-82.267,-13.141,83.31
21,0.7,556.27,354.66,-76.188,-11.613,77.068
22,0.733,554.48,353.87,-69.92,-9.801,70.604
23,0.767,552.38,353.42,-63.767,-7.754,64.237
24,0.8,550.32,353.55,-58.179,-5.523,58.441
25,0.833,548.35,353.7,-53.469,-3.359,53.575
26,0.867,546.99,354.14,-49.808,-1.379,49.827
27,0.9,545.75,354.56,-47.469,0.305,47.47
28,0.933,544.4,354.93,-46.208,1.664,46.238
29,0.967,543.16,355.2,-45.72,2.647,45.796
30,1.0,541.93,355.32,-45.797,3.939,45.966
31,1.033,540.29,355.21,-46.142,4.045,46.319
32,1.067,538.58,355.1,-46.427,3.848,46.586
33,1.1,537.26,354.98,-46.062,3.334,46.182
34,1.133,535.91,354.96,-44.797,2.56,44.87
35,1.167,534.3,354.92,-42.704,1.614,42.734
36,1.2,532.34,354.93,-39.469,0.677,39.475
37,1.233,530.5,355.02,-35.206,-0.171,35.207
38,1.267,528.94,355.13,-30.108,-0.714,30.117
39,1.3,527.48,355.06,-24.092,-0.925,24.109
40,1.333,526.37,355.17,-17.262,-1.002,17.291
41,1.367,525.81,355.23,-9.857,-0.913,9.9
42,1.4,525.75,355.13,-2.412,-0.886,2.569
43,1.433,526.16,355.13,4.696,-0.934,4.788
44,1.467,526.63,355.29,11.182,-1.078,11.234
45,1.5,527.39,353.67,16.641,-1.283,16.69
46,1.533,528.4,355.27,20.763,-1.618,20.826
47,1.567,529.44,355.08,23.622,-1.926,23.701
48,1.6,530.57,355.02,25.179,-2.133,25.269
49,1.633,531.78,354.84,25.224,-2.184,25.318
50,1.667,533.04,354.58,23.855,-2.147,23.951
