frame,t_s,x_px,y_px,vx_px_s,vy_px_s,speed_px_s
0,0.0,630.64,349.06,69.043,20.12,71.915
1,0.033,638.07,347.51,75.348,18.652,77.622
2,0.067,646.58,347.9,80.857,17.344,82.696
3,0.1,651.68,348.18,85.571,16.198,87.09
4,0.133,656.74,348.36,89.489,15.212,90.773
5,0.167,658.44,348.73,92.612,14.388,93.723
6,0.2,659.79,348.56,94.939,13.724,95.926
7,0.233,661.78,348.69,96.471,13.221,97.373
8,0.267,662.84,349.21,97.208,12.879,98.057
9,0.3,663.05,350.47,97.149,12.697,97.975
10,0.333,666.03,351.36,96.294,12.677,97.125
11,0.367,668.42,352.09,94.644,12.817,95.508
12,0.4,669.8,353.59,92.199,13.118,93.127
13,0.433,670.65,354.26,88.958,13.58,89.988
14,0.467,671.7,355.31,84.921,14.203,86.101
15,0.5,673.02,356.08,80.089,14.987,81.479
16,0.533,684.53,356.51,76.664,13.302,77.81
17,0.567,695.05,356.62,70.981,12.572,72.086
18,0.6,702.82,356.89,61.823,11.891,62.956
19,0.633,703.48,356.86,52.103,11.62,53.383
20,0.667,702.13,356.1,39.989,11.861,41.711
21,0.7,698.28,356.49,27.361,12.702,30.166
22,0.733,694.15,357.06,14.806,14.705,20.868
23,0.767,690.16,358.09,2.723,18.246,18.448
24,0.8,688.01,358.75,-5.285,25.971,26.503
25,0.833,714.12,360.74,-8.668,35.565,36.606
26,0.867,690.86,361.02,-7.556,47.683,48.278
27,0.9,690.58,362.54,-2.455,61.172,61.221
28,0.933,690.68,364.67,6.783,75.063,75.369
29,0.967,691.6,367.6,20.46,90.265,92.555
30,1.0,692.63,369.72,38.725,104.542,111.484
31,1.033,693.84,372.66,60.73,119.588,134.124
32,1.067,696.73,375.86,78.988,133.978,155.529
33,1.1,700.9,380.33,92.246,146.298,172.952
34,1.133,701.59,385.2,98.803,156.137,184.773
35,1.167,705.92,391.16,100.634,162.169,190.856
36,1.2,711.0,398.2,98.809,165.883,193.082
37,1.233,717.72,406.3,94.515,166.548,191.497
38,1.267,725.8,415.13,87.82,163.801,185.858
39,1.3,728.75,418.01,80.895,157.787,177.315
40,1.333,732.1,423.88,74.553,149.604,167.151
41,1.367,732.57,427.61,53.623,139.285,149.251
42,1.4,733.13,432.68,39.719,116.459,123.046
43,1.433,733.27,437.96,28.976,109.169,112.949
44,1.467,732.46,440.37,19.95,99.375,101.357
45,1.5,730.08,445.49,12.198,87.265,88.114
46,1.533,728.16,445.09,6.869,75.284,75.597
47,1.567,729.04,444.94,4.086,63.425,63.557
48,1.6,728.21,446.03,2.307,52.721,52.772
49,1.633,728.48,446.33,2.945,44.197,44.295
50,1.667,728.94,449.12,6.806,37.506,38.118
51,1.7,728.54,449.57,12.14,32.655,34.838
52,1.733,728.96,450.28,18.856,29.551,35.054
53,1.767,732.41,451.85,25.213,27.151,37.052
54,1.8,734.97,453.31,28.907,24.191,37.693
55,1.833,737.29,453.44,31.302,23.079,38.89
56,1.867,738.21,452.31,31.23,22.659,38.584
57,1.9,743.22,482.63,29.846,24.715,38.751
58,1.933,740.09,452.89,26.91,26.819,37.993
